airbnb_neighbourhood_group,airbnb_neighbourhood,airbnb_lat,airbnb_long
Manhattan,Upper West Side,40.77786,-73.98066
Brooklyn,Williamsburg,40.7138,-73.96043
Queens,Elmhurst,40.741,-73.88019
Queens,Ditmars Steinway,40.77319,-73.91687
Queens,Sunnyside,40.74511,-73.91816
Queens,Rosedale,40.65292,-73.73652
Manhattan,Chelsea,40.7429,-73.99344
Queens,Rego Park,40.72804,-73.86147
Manhattan,East Village,40.7251,-73.98914
Queens,Jamaica,40.69637,-73.81034
Brooklyn,Williamsburg,40.71819,-73.96532
Brooklyn,Clinton Hill,40.6944,-73.96606
Manhattan,Washington Heights,40.85411,-73.93167
Brooklyn,Clinton Hill,40.69259,-73.9665
Manhattan,Upper East Side,40.77743,-73.94977
Manhattan,Financial District,40.70829,-74.01405
Manhattan,Harlem,40.80926,-73.95419
Brooklyn,Williamsburg,40.71404,-73.96119
Manhattan,Upper East Side,40.7771,-73.94996
Manhattan,Upper East Side,40.77898,-73.94983
Manhattan,Upper East Side,40.77832,-73.94991
Queens,Ditmars Steinway,40.77103,-73.91409
Brooklyn,Prospect Heights,40.67762,-73.97097
Brooklyn,Sunset Park,40.66135,-73.98841
Brooklyn,Brooklyn Heights,40.70081,-73.99503
Manhattan,East Harlem,40.78568,-73.94868
Brooklyn,Williamsburg,40.7097,-73.95411
Brooklyn,Sunset Park,40.65729,-73.99917
Queens,Rego Park,40.72651,-73.86173
Manhattan,Morningside Heights,40.81037,-73.95833
Brooklyn,Bedford-Stuyvesant,40.68324,-73.95174
Brooklyn,Boerum Hill,40.68482,-73.98302
Brooklyn,Williamsburg,40.70881,-73.9468
Brooklyn,Bedford-Stuyvesant,40.68533,-73.91941
Brooklyn,Greenpoint,40.72556,-73.94368
Queens,Astoria,40.76882,-73.92793
Brooklyn,East Flatbush,40.63844,-73.92868
Manhattan,Harlem,40.80769,-73.95505
Brooklyn,Prospect Heights,40.68125,-73.97236
Queens,Astoria,40.76625,-73.92447
Queens,Fresh Meadows,40.74202,-73.78821
Manhattan,Nolita,40.72078,-73.99473
Manhattan,Upper West Side,40.77673,-73.98011
Brooklyn,Bedford-Stuyvesant,40.69175,-73.94447
Brooklyn,Bushwick,40.69482,-73.91165
Brooklyn,Fort Hamilton,40.62203,-74.0303
Manhattan,West Village,40.73452,-74.00825
Queens,Rego Park,40.72727,-73.86223
Brooklyn,Bedford-Stuyvesant,40.6932,-73.95519
Manhattan,East Harlem,40.79149,-73.94658
Manhattan,East Village,40.7265,-73.98278
Brooklyn,Clinton Hill,40.69088,-73.96653
Brooklyn,Greenpoint,40.72881,-73.95817
Brooklyn,Williamsburg,40.71247,-73.96155
Manhattan,Lower East Side,40.72085,-73.98895
Manhattan,Upper East Side,40.77428,-73.95363
Manhattan,East Village,40.72429,-73.98784
Bronx,Fordham,40.85615,-73.90077
Bronx,Fordham,40.87031,-73.89322
Bronx,Fordham,40.86917,-73.89465
Manhattan,East Village,40.72425,-73.98976
Brooklyn,Greenpoint,40.73076,-73.95575
Manhattan,East Village,40.7284,-73.98295
Brooklyn,East Flatbush,40.63956,-73.93235
Manhattan,Harlem,40.80379,-73.94434
Queens,Sunnyside,40.74615,-73.91558
Manhattan,Chelsea,40.7455,-73.9916
Brooklyn,Crown Heights,40.675,-73.95885
Manhattan,Chinatown,40.71485,-73.99157
Brooklyn,Greenpoint,40.73714,-73.95333
Staten Island,Arrochar,40.59372,-74.06766
Queens,Jamaica,40.68619,-73.79229
Queens,Astoria,40.75678,-73.91644
Staten Island,St. George,40.64332,-74.08283
Manhattan,Midtown,40.7658,-73.98218
Manhattan,Upper West Side,40.78461,-73.97627
Bronx,Pelham Gardens,40.86673,-73.845
Brooklyn,Bushwick,40.70072,-73.91594
Manhattan,East Harlem,40.79154,-73.94233
Manhattan,East Harlem,40.78966,-73.94232
Brooklyn,Williamsburg,40.71096,-73.95171
Manhattan,Theater District,40.75662,-73.98749
Brooklyn,Park Slope,40.68249,-73.97787
Manhattan,Upper East Side,40.77158,-73.95786
Manhattan,Upper East Side,40.77058,-73.95358
Queens,East Elmhurst,40.76123,-73.88597
Bronx,Pelham Gardens,40.86686,-73.84207
Brooklyn,Greenpoint,40.73571,-73.95372
Manhattan,Greenwich Village,40.732,-73.99959
Brooklyn,Bedford-Stuyvesant,40.6924,-73.93485
Brooklyn,Bushwick,40.68699,-73.9056
Queens,Forest Hills,40.73576,-73.85434
Brooklyn,Coney Island,40.57575,-73.98465
Manhattan,Harlem,40.80926,-73.94979
Queens,Astoria,40.75902,-73.9154
Brooklyn,Bedford-Stuyvesant,40.69471,-73.93736
Queens,Ditmars Steinway,40.77811,-73.91065
Brooklyn,Carroll Gardens,40.68255,-73.99281
Brooklyn,Crown Heights,40.67395,-73.95682
Queens,Rockaway Beach,40.58718,-73.81541
Queens,Sunnyside,40.74993,-73.91346
Manhattan,East Village,40.72709,-73.98612
Manhattan,Chelsea,40.74187,-74.00622
Manhattan,Upper East Side,40.78471,-73.95054
Queens,Astoria,40.76646,-73.92847
Manhattan,Hell's Kitchen,40.76109,-73.99305
Manhattan,East Village,40.72415,-73.97451
Manhattan,East Harlem,40.80921,-73.94002
Manhattan,Harlem,40.81055,-73.94016
Manhattan,Upper West Side,40.77836,-73.97994
Brooklyn,Prospect-Lefferts Gardens,40.65608,-73.96176
Manhattan,Chinatown,40.71449,-73.99094
Manhattan,Harlem,40.80937,-73.94989
Manhattan,East Village,40.72576,-73.97908
Manhattan,East Village,40.7252,-73.98339
Brooklyn,Greenpoint,40.72282,-73.94856
Manhattan,Harlem,40.82376,-73.94198
Manhattan,East Harlem,40.80999,-73.93946
Manhattan,West Village,40.74049,-74.00527
Manhattan,East Harlem,40.80827,-73.93813
Manhattan,East Harlem,40.79315,-73.93984
Brooklyn,Williamsburg,40.71722,-73.95477
Brooklyn,Sunset Park,40.64672,-74.00087
Manhattan,Hell's Kitchen,40.75659,-73.99313
Manhattan,Harlem,40.81843,-73.94401
Manhattan,Morningside Heights,40.80437,-73.96387
Brooklyn,Williamsburg,40.71506,-73.94158
Manhattan,Midtown,40.74433,-73.98318
Brooklyn,Kensington,40.64309,-73.97707
Manhattan,Upper West Side,40.78587,-73.97468
Manhattan,SoHo,40.72576,-74.00266
Manhattan,Greenwich Village,40.72766,-73.99976
Manhattan,Harlem,40.82935,-73.94255
Queens,Springfield Gardens,40.66663,-73.76417
Manhattan,Upper West Side,40.80212,-73.9692
Brooklyn,Bushwick,40.69864,-73.92827
Brooklyn,South Slope,40.66632,-73.9862
Brooklyn,Williamsburg,40.71779,-73.96337
Manhattan,Morningside Heights,40.80338,-73.9636
Queens,Ridgewood,40.70575,-73.90171
Brooklyn,Williamsburg,40.71648,-73.94066
Manhattan,Midtown,40.75151,-73.97114
Bronx,Pelham Bay,40.84752,-73.82797
Manhattan,East Village,40.73109,-73.98234
Manhattan,Midtown,40.75029,-73.98402
Manhattan,Kips Bay,40.73829,-73.97896
Manhattan,West Village,40.73394,-74.00302
Manhattan,SoHo,40.7204,-74.00047
Manhattan,Chelsea,40.74353,-73.99709
Brooklyn,Greenpoint,40.72399,-73.95166
Queens,Rosedale,40.65439,-73.73185
Manhattan,East Harlem,40.80224,-73.93732
Brooklyn,Crown Heights,40.67685,-73.94033
Brooklyn,Crown Heights,40.67627,-73.95024
Manhattan,East Village,40.72584,-73.9894
Brooklyn,Brooklyn Heights,40.69754,-73.99298
Manhattan,Hell's Kitchen,40.76536,-73.98864
Brooklyn,Vinegar Hill,40.69891,-73.98423
Manhattan,Theater District,40.76106,-73.98627
Queens,Rego Park,40.7265,-73.86017
Manhattan,Chelsea,40.74443,-74.00012
Manhattan,Washington Heights,40.85188,-73.93588
Brooklyn,Gowanus,40.68361,-73.98671
Brooklyn,Bushwick,40.69838,-73.93527
Brooklyn,Crown Heights,40.67055,-73.94616
Brooklyn,Bedford-Stuyvesant,40.68653,-73.9449
Brooklyn,Flatbush,40.65221,-73.95848
Manhattan,East Village,40.72537,-73.97878
Manhattan,East Harlem,40.80268,-73.94051
Manhattan,West Village,40.73376,-73.99982
Brooklyn,Prospect Heights,40.67365,-73.96384
Brooklyn,Greenpoint,40.73301,-73.95835
Manhattan,Midtown,40.7544,-73.96721
Queens,East Elmhurst,40.75625,-73.88957
Brooklyn,Bedford-Stuyvesant,40.67704,-73.91484
Manhattan,Washington Heights,40.84543,-73.9401
Brooklyn,Bushwick,40.69149,-73.91291
Queens,Fresh Meadows,40.74637,-73.7842
Manhattan,Chinatown,40.71573,-73.99176
Brooklyn,Bushwick,40.68185,-73.90455
Brooklyn,Bushwick,40.69423,-73.91993
Manhattan,Lower East Side,40.72045,-73.99004
Manhattan,East Village,40.72334,-73.9839
Manhattan,West Village,40.73532,-74.0031
Brooklyn,Carroll Gardens,40.68148,-73.99315
Manhattan,Hell's Kitchen,40.76553,-73.98879
Brooklyn,Bushwick,40.69796,-73.92409
Queens,Astoria,40.77355,-73.92552
Brooklyn,Bedford-Stuyvesant,40.68412,-73.92734
Brooklyn,Williamsburg,40.71262,-73.96251
Brooklyn,Gowanus,40.67706,-73.98406
Manhattan,Chelsea,40.73899,-73.99912
Manhattan,NoHo,40.72723,-73.99186
Queens,Ridgewood,40.69645,-73.90223
Brooklyn,Brooklyn Heights,40.69819,-73.99324
Manhattan,Gramercy,40.73556,-73.98913
Queens,East Elmhurst,40.76367,-73.87088
Manhattan,Chelsea,40.73977,-73.99938
Queens,Long Island City,40.75455,-73.92006
Queens,Astoria,40.76043,-73.91465
Brooklyn,Sunset Park,40.63992,-74.0076
Manhattan,Upper West Side,40.78141,-73.97681
Brooklyn,Sunset Park,40.63929,-74.00669
Queens,Rego Park,40.73048,-73.85331
Manhattan,Gramercy,40.7363,-73.98969
Brooklyn,Williamsburg,40.71162,-73.95631
Queens,Ditmars Steinway,40.772,-73.91848
Manhattan,Upper East Side,40.77747,-73.95193
Manhattan,Upper East Side,40.77878,-73.9501
Manhattan,Upper East Side,40.77823,-73.95127
Manhattan,Chelsea,40.74281,-73.99969
Brooklyn,Williamsburg,40.70721,-73.95341
Manhattan,East Village,40.72598,-73.98856
Brooklyn,Gowanus,40.6707,-73.99118
Manhattan,East Village,40.72759,-73.98619
Brooklyn,Crown Heights,40.67203,-73.922
Brooklyn,Williamsburg,40.70585,-73.9531
Bronx,Concourse,40.83243,-73.92035
Brooklyn,Bedford-Stuyvesant,40.69,-73.93783
Queens,Astoria,40.7578,-73.92368
Manhattan,East Village,40.72412,-73.97815
Brooklyn,East New York,40.67404,-73.88276
Manhattan,Upper East Side,40.76851,-73.95506
Brooklyn,Crown Heights,40.66881,-73.95743
Manhattan,Harlem,40.81288,-73.94155
Brooklyn,Greenpoint,40.72317,-73.94856
Manhattan,Morningside Heights,40.80387,-73.96367
Brooklyn,Bushwick,40.69718,-73.92157
Brooklyn,Crown Heights,40.6752,-73.93215
Manhattan,Hell's Kitchen,40.76407,-73.99203
Manhattan,Midtown,40.75802,-73.96125
Staten Island,St. George,40.64508,-74.08126
Manhattan,Harlem,40.81922,-73.95672
Manhattan,Washington Heights,40.85076,-73.94047
Queens,Woodside,40.74705,-73.90792
Brooklyn,Bensonhurst,40.60877,-73.97382
Manhattan,Harlem,40.80754,-73.95151
Brooklyn,Sheepshead Bay,40.6027,-73.9486
Queens,Springfield Gardens,40.66812,-73.76303
Manhattan,West Village,40.73115,-74.00429
Brooklyn,Crown Heights,40.67013,-73.94397
Brooklyn,Crown Heights,40.66977,-73.94341
Brooklyn,Crown Heights,40.67083,-73.94808
Queens,Forest Hills,40.72737,-73.85156
Brooklyn,Bedford-Stuyvesant,40.68318,-73.91682
Brooklyn,Greenpoint,40.73643,-73.95495
Manhattan,Hell's Kitchen,40.76269,-73.99139
Manhattan,Midtown,40.75598,-73.97034
Brooklyn,Greenpoint,40.72385,-73.9458
Brooklyn,Brooklyn Heights,40.69343,-73.99611
Brooklyn,Greenpoint,40.72699,-73.9581
Manhattan,Midtown,40.76579,-73.97701
Manhattan,Lower East Side,40.71306,-73.98715
Manhattan,Washington Heights,40.85369,-73.93237
Brooklyn,Boerum Hill,40.68749,-73.98701
Queens,Fresh Meadows,40.74624,-73.78327
Brooklyn,Bedford-Stuyvesant,40.68859,-73.94998
Manhattan,Hell's Kitchen,40.76642,-73.99423
Manhattan,East Village,40.72645,-73.98591
Manhattan,Washington Heights,40.83705,-73.94083
Brooklyn,Bushwick,40.69554,-73.92458
Manhattan,Hell's Kitchen,40.76076,-73.99266
Manhattan,Chelsea,40.73958,-73.9975
Brooklyn,Flatbush,40.64774,-73.96517
Brooklyn,Williamsburg,40.7179,-73.95702
Brooklyn,DUMBO,40.70206,-73.98804
Brooklyn,Greenpoint,40.72938,-73.95675
Brooklyn,Williamsburg,40.70245,-73.9427
Manhattan,West Village,40.73381,-74.00365
Brooklyn,Williamsburg,40.71186,-73.95402
Brooklyn,Bedford-Stuyvesant,40.68957,-73.9457
Manhattan,Upper East Side,40.76875,-73.95965
Manhattan,Upper West Side,40.80238,-73.96503
Brooklyn,Crown Heights,40.67756,-73.95427
Queens,Astoria,40.76752,-73.9314
Brooklyn,Clinton Hill,40.69616,-73.96198
Brooklyn,Clinton Hill,40.69521,-73.96199
Brooklyn,Bushwick,40.69652,-73.92351
Brooklyn,Flatbush,40.65258,-73.9624
Brooklyn,Bushwick,40.70108,-73.9289
Brooklyn,Cobble Hill,40.68766,-73.99125
Manhattan,East Harlem,40.79536,-73.94197
Manhattan,Washington Heights,40.85131,-73.93235
Brooklyn,Carroll Gardens,40.68328,-73.99846
Manhattan,Kips Bay,40.74511,-73.9778
Manhattan,East Village,40.7261,-73.98421
Brooklyn,Bath Beach,40.60382,-74.01083
Manhattan,Harlem,40.81961,-73.94583
Queens,Fresh Meadows,40.74227,-73.78707
Brooklyn,Williamsburg,40.71018,-73.94858
Brooklyn,Bedford-Stuyvesant,40.68336,-73.95421
Manhattan,East Village,40.72713,-73.98159
Manhattan,Hell's Kitchen,40.76189,-73.99751
Queens,Astoria,40.76326,-73.91673
Manhattan,West Village,40.73023,-74.00294
Manhattan,East Village,40.73241,-73.98878
Brooklyn,Williamsburg,40.71372,-73.96326
Brooklyn,Kensington,40.64769,-73.97435
Manhattan,Harlem,40.82316,-73.95343
Queens,Sunnyside,40.74603,-73.91412
Brooklyn,Bedford-Stuyvesant,40.68469,-73.947
Manhattan,Washington Heights,40.84114,-73.93639
Manhattan,Chelsea,40.74462,-74.00139
Brooklyn,Crown Heights,40.67656,-73.93705
Manhattan,Washington Heights,40.84099,-73.93694
Queens,Astoria,40.75651,-73.91485
Manhattan,Washington Heights,40.84417,-73.94063
Brooklyn,Williamsburg,40.70552,-73.93
Queens,Douglaston,40.76978,-73.73915
Manhattan,Chelsea,40.7456,-74.00107
Brooklyn,Williamsburg,40.70744,-73.95417
Brooklyn,Prospect Heights,40.67305,-73.96824
Manhattan,Roosevelt Island,40.76253,-73.95001
Brooklyn,Greenpoint,40.7355,-73.95677
Manhattan,Morningside Heights,40.80391,-73.96576
Queens,Ozone Park,40.68572,-73.8493
Manhattan,Kips Bay,40.7443,-73.97925
Manhattan,East Village,40.72117,-73.98215
Manhattan,Harlem,40.80113,-73.95287
Manhattan,Chelsea,40.7435,-74.00119
Brooklyn,Williamsburg,40.70616,-73.92918
Bronx,Highbridge,40.83173,-73.92824
Queens,Far Rockaway,40.59745,-73.76032
Manhattan,Chelsea,40.74819,-73.9954
Queens,Far Rockaway,40.59692,-73.7602
Brooklyn,Crown Heights,40.67919,-73.95918
Manhattan,Washington Heights,40.83712,-73.94664
Brooklyn,Park Slope,40.67005,-73.97981
Brooklyn,Williamsburg,40.71304,-73.96497
Brooklyn,Bedford-Stuyvesant,40.68469,-73.9375
Manhattan,Hell's Kitchen,40.7621,-73.99354
Brooklyn,Bedford-Stuyvesant,40.68146,-73.94757
Brooklyn,Park Slope,40.67135,-73.97759
Brooklyn,Williamsburg,40.71059,-73.96002
Manhattan,Lower East Side,40.72056,-73.98539
Manhattan,Upper East Side,40.77279,-73.94696
Queens,Briarwood,40.71512,-73.81928
Manhattan,West Village,40.73444,-74.00129
Queens,Ditmars Steinway,40.77367,-73.91517
Manhattan,Upper West Side,40.79584,-73.96242
Staten Island,St. George,40.64596,-74.08059
Brooklyn,Crown Heights,40.67561,-73.93138
Brooklyn,Crown Heights,40.67018,-73.93224
Queens,Astoria,40.75832,-73.91448
Queens,Elmhurst,40.73889,-73.87713
Manhattan,Gramercy,40.73828,-73.98954
Brooklyn,Williamsburg,40.71493,-73.95084
Brooklyn,Prospect-Lefferts Gardens,40.65642,-73.96085
Manhattan,East Harlem,40.7993,-73.93305
Brooklyn,Crown Heights,40.67293,-73.93273
Manhattan,Upper East Side,40.78007,-73.94803
Manhattan,Upper East Side,40.76684,-73.96203
Queens,South Ozone Park,40.66561,-73.81103
Manhattan,Upper West Side,40.80355,-73.96831
Queens,Ridgewood,40.69934,-73.90348
Queens,East Elmhurst,40.75602,-73.88111
Brooklyn,Bedford-Stuyvesant,40.69392,-73.9472
Brooklyn,Williamsburg,40.71813,-73.95822
Queens,Astoria,40.75851,-73.92555
Brooklyn,Kensington,40.64465,-73.97871
Queens,Cambria Heights,40.69206,-73.74546
Brooklyn,Crown Heights,40.66971,-73.94351
Brooklyn,East Flatbush,40.66067,-73.93796
Brooklyn,Bedford-Stuyvesant,40.68083,-73.94445
Brooklyn,Borough Park,40.64551,-73.9981
Manhattan,East Harlem,40.79877,-73.93964
Manhattan,Washington Heights,40.8339,-73.9383
Queens,Howard Beach,40.66406,-73.84599
Brooklyn,East Flatbush,40.64841,-73.95178
Queens,Rego Park,40.72749,-73.86035
Manhattan,Roosevelt Island,40.76437,-73.94844
Manhattan,Gramercy,40.73521,-73.98147
Brooklyn,Bedford-Stuyvesant,40.69507,-73.93426
Queens,Long Island City,40.74454,-73.94016
Brooklyn,Williamsburg,40.71269,-73.96409
Brooklyn,East Flatbush,40.6425,-73.94293
Manhattan,Harlem,40.80825,-73.95004
Brooklyn,Williamsburg,40.71942,-73.94272
Brooklyn,Sheepshead Bay,40.60913,-73.95254
Manhattan,Harlem,40.81302,-73.95349
Manhattan,Harlem,40.8255,-73.9435
Brooklyn,Bedford-Stuyvesant,40.68904,-73.92982
Manhattan,Upper West Side,40.79215,-73.97108
Brooklyn,Greenpoint,40.72214,-73.93725
Manhattan,Upper West Side,40.78688,-73.97403
Brooklyn,Williamsburg,40.71447,-73.96234
Manhattan,Midtown,40.75001,-73.98629
Queens,Long Island City,40.75276,-73.93102
Manhattan,Harlem,40.81161,-73.94394
Brooklyn,Bushwick,40.69601,-73.9069
Manhattan,Hell's Kitchen,40.76654,-73.98812
Manhattan,Upper West Side,40.79456,-73.96853
Brooklyn,Prospect Heights,40.67613,-73.97095
Brooklyn,Bushwick,40.6975,-73.92998
Manhattan,Flatiron District,40.74252,-73.991
Queens,South Ozone Park,40.66654,-73.81219
Manhattan,West Village,40.73773,-74.00181
Manhattan,Upper West Side,40.79358,-73.97452
Brooklyn,Williamsburg,40.71738,-73.94158
Manhattan,Harlem,40.81446,-73.9379
Manhattan,Harlem,40.81767,-73.94051
Brooklyn,Bedford-Stuyvesant,40.67809,-73.9128
Manhattan,Hell's Kitchen,40.76051,-73.99183
Manhattan,Harlem,40.81968,-73.9458
Queens,Ridgewood,40.69406,-73.90068
Brooklyn,Bedford-Stuyvesant,40.68409,-73.94154
Brooklyn,Williamsburg,40.71704,-73.95371
Manhattan,Upper West Side,40.79517,-73.97555
Manhattan,East Village,40.72386,-73.98105
Manhattan,Greenwich Village,40.73565,-73.99613
Brooklyn,Bedford-Stuyvesant,40.68348,-73.95123
Bronx,Schuylerville,40.84034,-73.83007
Staten Island,St. George,40.63703,-74.08423
Brooklyn,Williamsburg,40.71354,-73.95011
Brooklyn,Bedford-Stuyvesant,40.68759,-73.92356
Brooklyn,Williamsburg,40.71531,-73.94986
Brooklyn,Crown Heights,40.67308,-73.95523
Brooklyn,Bushwick,40.70537,-73.92269
Brooklyn,Williamsburg,40.71992,-73.9413
Brooklyn,Williamsburg,40.71499,-73.94634
Queens,Corona,40.74122,-73.85334
Manhattan,Harlem,40.82827,-73.94785
Manhattan,Lower East Side,40.7127,-73.98857
Queens,Jamaica,40.66989,-73.77454
Manhattan,Morningside Heights,40.81638,-73.95937
Brooklyn,Bushwick,40.69484,-73.92499
Manhattan,Chelsea,40.74392,-73.9946
Brooklyn,Crown Heights,40.67519,-73.9402
Manhattan,Kips Bay,40.73695,-73.97336
Brooklyn,Greenpoint,40.72398,-73.94978
Brooklyn,Clinton Hill,40.69478,-73.96126
Manhattan,Upper West Side,40.79424,-73.96588
Manhattan,Gramercy,40.73746,-73.98338
Brooklyn,Bushwick,40.70105,-73.91547
Manhattan,Upper East Side,40.78073,-73.95013
Manhattan,Washington Heights,40.85338,-73.93232
Brooklyn,Crown Heights,40.67167,-73.93088
Queens,Astoria,40.76984,-73.91815
Queens,Rego Park,40.72701,-73.87022
Manhattan,SoHo,40.72103,-73.99866
Manhattan,Harlem,40.8269,-73.93634
Brooklyn,Williamsburg,40.70772,-73.94126
Manhattan,Civic Center,40.71264,-73.99893
Manhattan,Midtown,40.74481,-73.98523
Brooklyn,Fort Hamilton,40.61364,-74.0354
Brooklyn,Canarsie,40.64458,-73.90285
Brooklyn,Flatbush,40.63356,-73.95073
Manhattan,Harlem,40.81108,-73.94682
Brooklyn,Williamsburg,40.71397,-73.94572
Manhattan,West Village,40.73418,-74.00621
Manhattan,Hell's Kitchen,40.76589,-73.98434
Manhattan,Washington Heights,40.85321,-73.93596
Brooklyn,Williamsburg,40.7141,-73.95064
Manhattan,Hell's Kitchen,40.75766,-73.99089
Manhattan,Hell's Kitchen,40.75919,-73.99229
Manhattan,Hell's Kitchen,40.7593,-73.99229
Manhattan,Midtown,40.76501,-73.98312
Manhattan,Hell's Kitchen,40.76485,-73.98436
Manhattan,Theater District,40.76321,-73.98356
Manhattan,Hell's Kitchen,40.76536,-73.98469
Manhattan,Midtown,40.74896,-73.98277
Manhattan,Murray Hill,40.74916,-73.98115
Manhattan,Murray Hill,40.74526,-73.97679
Manhattan,Midtown,40.7502,-73.98289
Brooklyn,Williamsburg,40.71397,-73.94873
Manhattan,Murray Hill,40.74919,-73.97244
Manhattan,Greenwich Village,40.73484,-73.99614
Manhattan,Upper East Side,40.76876,-73.96686
Queens,Astoria,40.76101,-73.92464
Brooklyn,Fort Greene,40.69353,-73.97431
Brooklyn,South Slope,40.66587,-73.98206
Manhattan,Little Italy,40.71942,-73.99694
Brooklyn,Bedford-Stuyvesant,40.69499,-73.94822
Manhattan,Financial District,40.70817,-74.00511
Manhattan,Washington Heights,40.8513,-73.93681
Queens,Woodhaven,40.69883,-73.85257
Brooklyn,Williamsburg,40.71092,-73.96755
Manhattan,Harlem,40.8178,-73.93774
Brooklyn,Prospect Heights,40.67435,-73.96691
Brooklyn,Downtown Brooklyn,40.6925,-73.98613
Manhattan,Lower East Side,40.72131,-73.98508
Manhattan,East Village,40.72778,-73.98936
Manhattan,Harlem,40.82805,-73.94676
Brooklyn,East Flatbush,40.64261,-73.94334
Brooklyn,Bedford-Stuyvesant,40.6875,-73.92542
Manhattan,Inwood,40.86488,-73.92922
Manhattan,Gramercy,40.7317,-73.9833
Bronx,Fordham,40.85929,-73.90048
Manhattan,East Harlem,40.7865,-73.94406
Manhattan,East Village,40.7281,-73.9839
Queens,Flushing,40.76199,-73.79465
Manhattan,Upper West Side,40.79917,-73.96765
Brooklyn,Clinton Hill,40.68152,-73.96276
Manhattan,East Village,40.7234,-73.97628
Brooklyn,Sunset Park,40.64028,-74.01262
Manhattan,Upper East Side,40.78025,-73.94802
Manhattan,East Village,40.72521,-73.97879
Brooklyn,Williamsburg,40.71545,-73.95299
Brooklyn,Bedford-Stuyvesant,40.69428,-73.94148
Manhattan,West Village,40.73571,-74.0078
Brooklyn,Bedford-Stuyvesant,40.69612,-73.94918
Manhattan,Washington Heights,40.83137,-73.94117
Manhattan,Upper East Side,40.78206,-73.94949
Brooklyn,Bedford-Stuyvesant,40.67987,-73.93235
Brooklyn,Carroll Gardens,40.67522,-73.99853
Manhattan,East Harlem,40.78943,-73.9478
Brooklyn,Bushwick,40.6896,-73.90624
Brooklyn,Crown Heights,40.66945,-73.93899
Manhattan,Lower East Side,40.72105,-73.98371
Manhattan,Chinatown,40.71363,-73.9977
Brooklyn,Bushwick,40.6957,-73.93196
Manhattan,Chelsea,40.74431,-73.9922
Manhattan,Upper East Side,40.76675,-73.95428
Manhattan,Upper East Side,40.76731,-73.95419
Bronx,Longwood,40.81632,-73.90991
Brooklyn,Fort Hamilton,40.62067,-74.02942
Manhattan,East Village,40.72208,-73.98109
Brooklyn,Williamsburg,40.71786,-73.94556
Brooklyn,Bushwick,40.70288,-73.92796
Manhattan,Murray Hill,40.7464,-73.97669
Manhattan,Hell's Kitchen,40.76407,-73.99322
Brooklyn,Park Slope,40.67573,-73.97993
Brooklyn,Williamsburg,40.70887,-73.94609
Manhattan,Washington Heights,40.84806,-73.93931
Brooklyn,Williamsburg,40.70983,-73.96495
Staten Island,Huguenot,40.53871,-74.16966
Brooklyn,Park Slope,40.68326,-73.97796
Manhattan,East Village,40.72492,-73.98982
Manhattan,Upper West Side,40.7979,-73.96024
Manhattan,Chelsea,40.74899,-74.00403
